Адрес,Порт,Пакеты,Байты,Пакетов отправлено,Байтов отправлено,Пакетов получено,Байтов получено
"192.168.31.21",59907,11,784,6,362,5,422
"192.168.31.21",59908,11,744,6,362,5,382
"192.168.31.21",59909,11,774,6,376,5,398
"192.168.31.21",59910,11,788,6,376,5,412
"192.168.31.21",59911,11,803,6,376,5,427
"192.168.31.21",59914,94,14130,46,5668,48,8462
"192.168.31.21",59915,26,8171,12,2668,14,5503
"192.168.31.21",59916,11,774,6,376,5,398
"192.168.31.21",59917,11,762,6,376,5,386
"192.168.31.21",59918,11,803,6,376,5,427
"192.168.31.21",59919,36,7660,18,4585,18,3075
"192.168.31.21",59920,11,816,6,370,5,446
"192.168.31.21",59921,11,800,6,370,5,430
"192.168.31.21",59922,11,729,6,370,5,359
"192.168.31.21",59923,11,838,6,381,5,457
"192.168.31.21",59924,11,790,6,381,5,409
"192.168.31.21",59925,11,808,6,381,5,427
"192.168.31.21",59928,52,7742,25,4037,27,3705
"192.168.31.21",59929,11,816,6,370,5,446
"192.168.31.21",59930,11,800,6,370,5,430
"192.168.31.21",59931,11,729,6,370,5,359
"192.168.31.21",59932,11,816,6,370,5,446
"192.168.31.21",59933,11,800,6,370,5,430
"192.168.31.21",59934,11,761,6,370,5,391
"192.168.31.21",59935,19,4680,9,2521,10,2159
"192.168.31.21",59936,11,816,6,370,5,446
"192.168.31.21",59937,11,800,6,370,5,430
"192.168.31.21",59938,11,761,6,370,5,391
"192.168.31.21",59939,11,840,6,382,5,458
"192.168.31.21",59940,11,824,6,382,5,442
"192.168.31.21",59941,11,785,6,382,5,403
"192.168.31.21",59942,11,824,6,374,5,450
"192.168.31.21",59943,11,936,6,374,5,562
"192.168.31.21",59944,11,769,6,374,5,395
"192.168.31.21",59945,11,794,6,374,5,420
"192.168.31.21",59946,11,744,6,374,5,370
"192.168.31.21",59947,11,794,6,374,5,420
"192.168.31.21",59948,41,11397,18,3433,23,7964
"192.168.31.21",59949,11,840,6,382,5,458
"192.168.31.21",59950,11,968,6,382,5,586
"192.168.31.21",59951,11,785,6,382,5,403
"192.168.31.21",59952,11,836,6,380,5,456
"192.168.31.21",59953,11,820,6,380,5,440
"192.168.31.21",59954,11,781,6,380,5,401
"192.168.31.21",59955,11,858,6,391,5,467
"192.168.31.21",59956,11,986,6,391,5,595
"192.168.31.21",59957,11,803,6,391,5,412
"192.168.31.21",59958,11,738,6,373,5,365
"192.168.31.21",59959,11,726,6,373,5,353
"192.168.31.21",59960,11,735,6,373,5,362
"192.168.31.21",59961,11,838,6,381,5,457
"192.168.31.21",59962,11,790,6,381,5,409
"192.168.31.21",59963,11,791,6,381,5,410
"192.168.31.21",59965,11,781,6,380,5,401
"192.168.31.21",59966,11,788,6,380,5,408
"192.168.31.21",59967,11,749,6,380,5,369
"192.168.31.21",59968,11,850,6,375,5,475
"192.168.31.21",59969,11,834,6,375,5,459
"192.168.31.21",59970,11,788,6,375,5,413
"192.168.31.21",59971,11,730,6,369,5,361
"192.168.31.21",59972,11,718,6,369,5,349
"192.168.31.21",59973,11,752,6,369,5,383
"192.168.31.21",59975,11,764,6,386,5,378
"192.168.31.21",59976,11,752,6,386,5,366
"192.168.31.21",59977,11,744,6,376,5,368
"192.168.31.21",59978,11,732,6,376,5,356
"192.168.31.21",59979,54,7862,26,4098,28,3764
"192.168.31.21",59981,11,760,6,384,5,376
"192.168.31.21",59982,11,748,6,384,5,364
"192.168.31.21",59983,11,782,6,384,5,398
"192.168.31.21",59985,19,4680,9,2521,10,2159
"192.168.31.21",59986,196,126773,86,11601,110,115172
"192.168.31.21",59987,15,4591,8,2702,7,1889
"192.168.31.21",59988,11,742,6,375,5,367
"192.168.31.21",59989,11,730,6,375,5,355
"192.168.31.21",59990,11,764,6,375,5,389
"192.168.31.21",59991,11,818,6,371,5,447
"192.168.31.21",59992,11,802,6,371,5,431
"192.168.31.21",59993,11,756,6,371,5,385
"192.168.31.21",59996,12,10965,11,10899,1,66
"192.168.31.21",59997,11,764,6,364,5,400
"192.168.31.21",59998,11,708,6,364,5,344
"192.168.31.21",59999,11,764,6,364,5,400
"192.168.31.21",60000,12,10901,11,10835,1,66
"192.168.31.21",60001,200,144098,78,9372,122,134726
"192.168.31.21",60002,11,734,6,371,5,363
"192.168.31.21",60003,11,722,6,371,5,351
"192.168.31.21",60004,11,778,6,371,5,407
"192.168.31.21",60005,11,728,6,368,5,360
"192.168.31.21",60006,11,716,6,368,5,348
"192.168.31.21",60007,11,770,6,368,5,402
"192.168.31.21",60008,11,738,6,373,5,365
"192.168.31.21",60009,11,726,6,373,5,353
"192.168.31.21",60010,11,735,6,373,5,362
"192.168.31.21",60013,656,625607,228,15592,428,610015
"192.168.31.21",60014,19,3617,11,2776,8,841
"192.168.31.21",60015,11,764,6,372,5,392
"192.168.31.21",60016,11,724,6,372,5,352
"192.168.31.21",60017,11,780,6,372,5,408
"192.168.31.21",60018,11,834,6,365,5,469
"192.168.31.21",60019,11,774,6,365,5,409
"192.168.31.21",60020,11,827,6,365,5,462
"192.168.31.21",60021,11,722,6,365,5,357
"192.168.31.21",60022,11,742,6,365,5,377
"192.168.31.21",60023,11,755,6,365,5,390
"192.168.31.21",60024,11,752,6,380,5,372
"192.168.31.21",60025,11,740,6,380,5,360
"192.168.31.21",60026,11,781,6,380,5,401
"192.168.31.21",60031,11,728,6,368,5,360
"192.168.31.21",60032,11,748,6,368,5,380
"192.168.31.21",60033,11,761,6,368,5,393
"192.168.31.21",60035,20,7005,10,2432,10,4573
"192.168.31.21",60036,145,69008,67,23196,78,45812
"192.168.31.21",60038,208,152859,86,8318,122,144541
"192.168.31.21",60041,18,3739,9,2489,9,1250
"192.168.31.21",60042,35,7279,18,4953,17,2326
"192.168.31.21",60043,11,728,6,368,5,360
"192.168.31.21",60044,11,780,6,368,5,412
"192.168.31.21",60045,11,761,6,368,5,393
"192.168.31.21",60046,21,3906,10,2630,11,1276
"192.168.31.21",60048,11,748,6,378,5,370
"192.168.31.21",60049,11,768,6,378,5,390
"192.168.31.21",60050,11,778,6,378,5,400
"192.168.31.21",60051,11,728,6,368,5,360
"192.168.31.21",60052,11,716,6,368,5,348
"192.168.31.21",60053,11,756,6,368,5,388
"192.168.31.21",60056,22,7192,10,2387,12,4805
"192.168.31.21",60058,71,8148,36,4614,35,3534
"192.168.31.21",60059,11,744,6,362,5,382
"192.168.31.21",60060,11,784,6,362,5,422
"192.168.31.21",60061,11,744,6,362,5,382
"192.168.31.21",60062,40,10183,20,4700,20,5483
"192.168.31.21",60063,99,69580,38,4900,61,64680
"192.168.31.21",60064,84,14590,42,6336,42,8254
"192.168.31.21",60065,22,7363,10,2451,12,4912
"192.168.31.21",60066,11,816,6,370,5,446
"192.168.31.21",60067,11,800,6,370,5,430
"192.168.31.21",60068,11,729,6,370,5,359
"192.168.31.21",60069,11,856,6,376,5,480
"192.168.31.21",60070,11,808,6,376,5,432
"192.168.31.21",60071,11,766,6,376,5,390
"192.168.31.21",60072,11,834,6,379,5,455
"192.168.31.21",60073,11,786,6,379,5,407
"192.168.31.21",60074,11,782,6,379,5,403
"192.168.31.21",60075,11,730,6,369,5,361
"192.168.31.21",60076,11,718,6,369,5,349
"192.168.31.21",60077,11,727,6,369,5,358
"192.168.31.21",60078,11,778,6,371,5,407
"192.168.31.21",60079,11,722,6,371,5,351
"192.168.31.21",60080,11,778,6,371,5,407
"192.168.31.21",60082,11,781,6,380,5,401
"192.168.31.21",60083,11,788,6,380,5,408
"192.168.31.21",60084,11,793,7,478,4,315
"192.168.31.21",60085,51,14216,24,4730,27,9486
"192.168.31.21",60086,14,12154,13,12088,1,66
"192.168.31.21",60088,11,776,6,370,5,406
"192.168.31.21",60089,11,720,6,370,5,350
"192.168.31.21",60090,11,776,6,370,5,406
"192.168.31.21",60092,71,17129,37,7718,34,9411
"192.168.31.21",60093,14,12057,13,11991,1,66
"192.168.31.21",60094,17,6954,8,2305,9,4649
"192.168.31.21",60095,14,12057,13,11991,1,66
"192.168.31.21",60096,11,808,6,366,5,442
"192.168.31.21",60097,11,792,6,366,5,426
"192.168.31.21",60098,11,721,6,366,5,355
"192.168.31.21",60099,11,842,6,383,5,459
"192.168.31.21",60100,11,794,6,383,5,411
"192.168.31.21",60101,11,755,6,383,5,372
"192.168.31.21",60102,11,824,6,374,5,450
"192.168.31.21",60103,11,776,6,374,5,402
"192.168.31.21",60104,11,772,6,374,5,398
"192.168.31.21",60107,14,12084,13,12018,1,66
"192.168.31.21",60108,14,12148,13,12082,1,66
"192.168.31.21",60110,11,808,6,366,5,442
"192.168.31.21",60111,11,792,6,366,5,426
"192.168.31.21",60112,11,721,6,366,5,355
"192.168.31.21",60113,14,12084,13,12018,1,66
"192.168.31.21",60114,11,734,6,371,5,363
"192.168.31.21",60115,11,722,6,371,5,351
"192.168.31.21",60116,11,763,6,371,5,392
"192.168.31.21",60117,11,783,6,379,5,404
"192.168.31.21",60118,11,771,6,379,5,392
"192.168.31.21",60119,11,804,6,379,5,425
"192.168.31.21",60120,11,770,6,371,5,399
"192.168.31.21",60121,11,758,6,371,5,387
"192.168.31.21",60122,11,801,6,371,5,430
"192.168.31.21",60127,32,10278,15,4328,17,5950
"192.168.31.21",60128,41,14508,20,7510,21,6998
"192.168.31.21",60129,18,3266,9,2443,9,823
"192.168.31.21",60130,20,4033,11,2827,9,1206
"192.168.31.21",60131,11,769,6,367,5,402
"192.168.31.21",60132,11,714,6,367,5,347
"192.168.31.21",60133,11,769,6,367,5,402
"192.168.31.21",60134,34,12486,17,7340,17,5146
"192.168.31.21",60135,11,777,6,371,5,406
"192.168.31.21",60136,11,722,6,371,5,351
"192.168.31.21",60137,11,777,6,371,5,406
"192.168.31.21",60138,11,777,6,371,5,406
"192.168.31.21",60139,11,722,6,371,5,351
"192.168.31.21",60140,11,777,6,371,5,406
"192.168.31.21",60141,11,791,6,378,5,413
"192.168.31.21",60142,11,772,7,474,4,298
"192.168.31.21",60143,11,833,7,474,4,359
"192.168.31.21",60144,32,8855,16,3941,16,4914
"192.168.31.21",60145,29,14682,15,8268,14,6414
"192.168.31.21",60146,11,760,6,371,5,389
"192.168.31.21",60147,11,748,6,371,5,377
"192.168.31.21",60148,11,782,6,371,5,411
"192.168.31.21",60149,11,760,6,371,5,389
"192.168.31.21",60150,11,748,6,371,5,377
"192.168.31.21",60151,11,782,6,371,5,411
"192.168.31.21",60154,45,13486,22,6433,23,7053
"192.168.31.21",60155,18,5769,10,2871,8,2898
"192.168.31.21",60156,11,840,6,382,5,458
"192.168.31.21",60157,11,824,6,382,5,442
"192.168.31.21",60158,11,785,6,382,5,403
"192.168.31.21",60159,43,32030,21,8654,22,23376
"192.168.31.21",60160,42,32059,20,8639,22,23420
"192.168.31.21",60161,182,129749,93,6830,89,122919
"192.168.31.21",60164,12,10869,11,10803,1,66
"192.168.31.21",60165,12,10933,11,10867,1,66
"192.168.31.21",60166,42,13532,23,3495,19,10037
"192.168.31.21",60167,11,800,6,390,5,410
"192.168.31.21",60168,11,776,6,390,5,386
"192.168.31.21",60169,11,803,6,390,5,413
"192.168.31.21",60172,30,5527,15,3612,15,1915
"192.168.31.21",60173,16,3748,8,2683,8,1065
"192.168.31.21",60174,12,10942,11,10876,1,66
"192.168.31.21",60176,12,10941,11,10875,1,66
"192.168.31.21",60178,12,10877,11,10811,1,66
"192.168.31.21",60181,12,10936,11,10870,1,66
"192.168.31.21",60182,12,10968,11,10902,1,66
"192.168.31.21",60184,12,10968,11,10902,1,66
"192.168.31.21",60187,12,10965,11,10899,1,66
"192.168.31.21",60188,12,10965,11,10899,1,66
"192.168.31.21",60189,11,774,6,376,5,398
"192.168.31.21",60190,11,762,6,376,5,386
"192.168.31.21",60191,11,829,6,376,5,453
"192.168.31.21",60194,58,13268,29,5563,29,7705
"192.168.31.21",60195,18,5736,10,2817,8,2919
"192.168.31.21",60196,11,829,6,376,5,453
"192.168.31.21",60197,11,788,6,376,5,412
"192.168.31.21",60198,11,829,6,376,5,453
"192.168.31.21",60199,11,774,6,376,5,398
"192.168.31.21",60200,11,788,6,376,5,412
"192.168.31.21",60201,11,829,6,376,5,453
"192.168.31.21",60202,31,17810,16,6911,15,10899
"192.168.31.21",60204,21,8672,11,2957,10,5715
"192.168.31.21",60205,11,840,6,382,5,458
"192.168.31.21",60206,11,824,6,382,5,442
"192.168.31.21",60207,11,785,6,382,5,403
"192.168.31.21",60208,11,816,6,370,5,446
"192.168.31.21",60209,11,800,6,370,5,430
"192.168.31.21",60210,11,761,6,370,5,391
"192.168.31.21",60211,11,816,6,370,5,446
"192.168.31.21",60212,11,800,6,370,5,430
"192.168.31.21",60213,11,761,6,370,5,391
"192.168.31.21",60214,11,836,6,380,5,456
"192.168.31.21",60215,11,820,6,380,5,440
"192.168.31.21",60216,11,781,6,380,5,401
"192.168.31.21",60217,11,858,6,391,5,467
"192.168.31.21",60218,11,986,6,391,5,595
"192.168.31.21",60219,11,803,6,391,5,412
"192.168.31.21",60220,11,781,6,380,5,401
"192.168.31.21",60221,11,788,6,380,5,408
"192.168.31.21",60222,11,749,6,380,5,369
"192.168.31.21",60223,11,730,6,369,5,361
"192.168.31.21",60224,11,718,6,369,5,349
"192.168.31.21",60225,11,752,6,369,5,383
"192.168.31.21",60226,11,744,6,376,5,368
"192.168.31.21",60227,11,732,6,376,5,356
"192.168.31.21",60229,11,760,6,384,5,376
"192.168.31.21",60230,11,748,6,384,5,364
"192.168.31.21",60231,11,782,6,384,5,398
"192.168.31.21",60233,82,37044,35,8921,47,28123
"192.168.31.21",60234,15,4585,8,2702,7,1883
"192.168.31.21",60235,11,744,6,376,5,368
"192.168.31.21",60236,11,732,6,376,5,356
"192.168.31.21",60238,11,818,6,371,5,447
"192.168.31.21",60239,11,802,6,371,5,431
"192.168.31.21",60240,11,756,6,371,5,385
"192.168.31.21",60243,83,35706,37,8964,46,26742
"192.168.31.21",60245,15,4617,8,2734,7,1883
"192.168.31.21",60246,12,10869,11,10803,1,66
"192.168.31.21",60248,11,760,6,370,5,390
"192.168.31.21",60249,11,736,6,370,5,366
"192.168.31.21",60250,11,774,6,370,5,404
"192.168.31.21",60251,12,10933,11,10867,1,66
"192.168.31.21",60252,11,853,6,379,5,474
"192.168.31.21",60253,11,805,6,379,5,426
"192.168.31.21",60254,11,791,6,379,5,412
"192.168.31.21",60260,12,10933,11,10867,1,66
"192.168.31.21",60262,13,5967,6,2092,7,3875
"192.168.31.21",60263,15,6203,8,2328,7,3875
"192.168.31.21",60264,13,6030,6,2156,7,3874
"192.168.31.21",60265,407,197831,175,15571,232,182260
"192.168.31.21",60266,13,6005,6,2124,7,3881
"192.168.31.21",60267,11,758,6,369,5,389
"192.168.31.21",60268,11,734,6,369,5,365
"192.168.31.21",60269,11,775,6,369,5,406
"192.168.31.21",60270,19,7118,10,2612,9,4506
"192.168.31.21",60271,11,752,6,380,5,372
"192.168.31.21",60272,11,740,6,380,5,360
"192.168.31.21",60273,11,781,6,380,5,401
"192.168.31.21",60275,11,752,6,380,5,372
"192.168.31.21",60276,11,740,6,380,5,360
"192.168.31.21",60277,11,781,6,380,5,401
"192.168.31.21",60280,287,240684,110,8673,177,232011
"192.168.31.21",60282,55,14417,25,3968,30,10449
"192.168.31.21",60283,18,5750,10,2825,8,2925
"192.168.31.21",60284,11,836,6,380,5,456
"192.168.31.21",60285,11,820,6,380,5,440
"192.168.31.21",60286,11,781,6,380,5,401
"192.168.31.21",60287,39,7107,25,3681,14,3426
"192.168.31.21",60290,51,14234,25,6086,26,8148
"192.168.31.21",60291,18,5846,10,2921,8,2925
"192.168.31.21",60292,11,774,6,376,5,398
"192.168.31.21",60293,11,788,6,376,5,412
"192.168.31.21",60294,11,829,6,376,5,453
"192.168.31.21",60295,11,793,6,368,5,425
"192.168.31.21",60296,11,716,6,368,5,348
"192.168.31.21",60297,11,793,6,368,5,425
"192.168.31.21",60298,11,797,6,370,5,427
"192.168.31.21",60299,11,720,6,370,5,350
"192.168.31.21",60300,11,797,6,370,5,427
"192.168.31.21",60302,11,767,6,369,5,398
"192.168.31.21",60303,11,718,6,369,5,349
"192.168.31.21",60304,11,767,6,369,5,398
"192.168.31.21",60305,21,8151,11,2457,10,5694
"192.168.31.21",60306,11,866,6,395,5,471
"192.168.31.21",60307,11,994,6,395,5,599
"192.168.31.21",60308,11,811,6,395,5,416
"192.168.31.21",60309,21,8156,11,2459,10,5697
"192.168.31.21",60310,70,23048,32,4300,38,18748
"192.168.31.21",60311,11,848,6,386,5,462
"192.168.31.21",60312,11,800,6,386,5,414
"192.168.31.21",60313,11,761,6,386,5,375
"192.168.31.21",60314,21,8180,11,2465,10,5715
"192.168.31.21",60315,11,774,6,376,5,398
"192.168.31.21",60316,11,762,6,376,5,386
"192.168.31.21",60317,11,803,6,376,5,427
"192.168.31.21",60318,11,850,6,375,5,475
"192.168.31.21",60319,11,834,6,375,5,459
"192.168.31.21",60320,11,788,6,375,5,413
"192.168.31.21",60321,10,1129,6,618,4,511
"192.168.31.21",60323,12,10965,11,10899,1,66
"192.168.31.21",60325,12,10933,11,10867,1,66
"192.168.31.21",60326,11,840,6,382,5,458
"192.168.31.21",60327,11,824,6,382,5,442
"192.168.31.21",60328,11,785,6,382,5,403
"192.168.31.21",60330,12,10901,11,10835,1,66
"192.168.31.21",60331,11,744,6,376,5,368
"192.168.31.21",60332,11,732,6,376,5,356
"192.168.31.21",60334,26,10664,14,4476,12,6188
"192.168.31.21",60336,97,42316,41,9335,56,32981
"192.168.31.21",60337,15,4617,8,2734,7,1883
"192.168.31.21",60339,12,10965,11,10899,1,66
"192.168.31.21",60340,11,751,6,362,5,389
"192.168.31.21",60341,11,704,6,362,5,342
"192.168.31.21",60342,11,751,6,362,5,389
"192.168.31.21",60343,11,758,6,383,5,375
"192.168.31.21",60344,11,746,6,383,5,363
"192.168.31.21",60345,11,787,6,383,5,404
"192.168.31.21",60346,80,40206,34,5326,46,34880
"192.168.31.21",60347,19,6659,10,2348,9,4311
"192.168.31.21",60348,11,765,6,369,5,396
"192.168.31.21",60349,11,814,6,369,5,445
"192.168.31.21",60350,11,875,6,369,5,506
"192.168.31.21",60351,19,6835,10,2340,9,4495
"192.168.31.21",60352,19,6929,10,2436,9,4493
"192.168.31.21",60353,11,846,6,385,5,461
"192.168.31.21",60354,11,798,6,385,5,413
"192.168.31.21",60355,11,759,6,385,5,374
"192.168.31.21",60356,11,752,6,380,5,372
"192.168.31.21",60357,11,740,6,380,5,360
"192.168.31.21",60358,11,781,6,380,5,401
"192.168.31.21",60361,11,842,6,383,5,459
"192.168.31.21",60362,11,794,6,383,5,411
"192.168.31.21",60363,11,755,6,383,5,372
"192.168.31.21",60364,288,243156,110,8660,178,234496
"192.168.31.21",60365,18,5814,10,2889,8,2925
"192.168.31.21",60366,11,842,6,383,5,459
"192.168.31.21",60367,11,794,6,383,5,411
"192.168.31.21",60368,11,755,6,383,5,372
"192.168.31.21",60369,11,836,6,380,5,456
"192.168.31.21",60370,11,820,6,380,5,440
"192.168.31.21",60371,11,781,6,380,5,401
"192.168.31.21",60375,78,36736,35,5650,43,31086
"192.168.31.21",60376,11,842,6,383,5,459
"192.168.31.21",60377,11,794,6,383,5,411
"192.168.31.21",60378,11,755,6,383,5,372
"192.168.31.21",60379,18,5814,10,2889,8,2925
"192.168.31.21",60380,11,758,6,383,5,375
"192.168.31.21",60381,11,746,6,383,5,363
"192.168.31.21",60382,11,790,6,383,5,407
"192.168.31.21",60385,47,17712,23,3650,24,14062
"192.168.31.21",60386,11,758,6,383,5,375
"192.168.31.21",60387,11,746,6,383,5,363
"192.168.31.21",60388,11,790,6,383,5,407
"192.168.31.21",60389,11,816,6,370,5,446
"192.168.31.21",60390,11,800,6,370,5,430
"192.168.31.21",60391,11,729,6,370,5,359
"192.168.31.21",60393,18,5771,10,2831,8,2940
"192.168.31.21",60394,11,846,6,385,5,461
"192.168.31.21",60395,11,798,6,385,5,413
"192.168.31.21",60396,11,759,6,385,5,374
"192.168.31.21",60398,48,16367,24,4096,24,12271
"192.168.31.21",60399,18,5861,10,2927,8,2934
"192.168.31.21",60400,11,732,6,370,5,362
"192.168.31.21",60401,11,768,6,370,5,398
"192.168.31.21",60402,11,771,6,370,5,401
"192.168.31.21",60403,11,756,6,382,5,374
"192.168.31.21",60404,11,744,6,382,5,362
"192.168.31.21",60405,11,778,6,382,5,396
"192.168.31.21",60407,12,10933,11,10867,1,66
"192.168.31.21",60409,12,10933,11,10867,1,66
"192.168.31.21",60411,12,10933,11,10867,1,66
"192.168.31.21",60412,11,800,6,368,5,432
"192.168.31.21",60413,11,766,6,368,5,398
"192.168.31.21",60414,11,800,6,368,5,432
"192.168.31.21",60415,238,218932,88,7264,150,211668
"192.168.31.21",60416,11,722,6,365,5,357
"192.168.31.21",60417,11,742,6,365,5,377
"192.168.31.21",60418,11,755,6,365,5,390
"192.168.31.21",60419,11,778,6,366,5,412
"192.168.31.21",60420,11,728,6,366,5,362
"192.168.31.21",60421,11,778,6,366,5,412
"192.168.31.21",60423,112,22537,56,11000,56,11537
"192.168.31.21",60424,11,757,6,371,5,386
"192.168.31.21",60425,11,754,6,371,5,383
"192.168.31.21",60426,11,757,6,371,5,386
"192.168.31.21",60427,11,728,6,368,5,360
"192.168.31.21",60428,11,716,6,368,5,348
"192.168.31.21",60429,11,770,6,368,5,402
"192.168.31.21",60430,42,15307,20,3619,22,11688
"192.168.31.21",60432,11,747,6,365,5,382
"192.168.31.21",60433,11,790,6,365,5,425
"192.168.31.21",60434,11,747,6,365,5,382
"192.168.31.21",60435,11,757,6,374,5,383
"192.168.31.21",60436,11,952,6,374,5,578
"192.168.31.21",60437,11,757,6,374,5,383
"192.168.31.21",60438,79,36879,37,6653,42,30226
"192.168.31.21",60439,84,62418,36,4790,48,57628
"192.168.31.21",60441,11,747,6,369,5,378
"192.168.31.21",60442,11,830,6,369,5,461
"192.168.31.21",60443,11,747,6,369,5,378
"192.168.31.21",60444,26,9205,13,3418,13,5787
"192.168.31.21",60445,1267,868786,531,250770,736,618016
"192.168.31.21",60447,11,755,6,369,5,386
"192.168.31.21",60448,11,798,6,369,5,429
"192.168.31.21",60449,11,755,6,369,5,386
"192.168.31.21",60450,34,10469,14,3301,20,7168
"192.168.31.21",60451,11,748,6,378,5,370
"192.168.31.21",60452,11,768,6,378,5,390
"192.168.31.21",60453,11,778,6,378,5,400
"192.168.31.21",60454,11,728,6,368,5,360
"192.168.31.21",60455,11,748,6,368,5,380
"192.168.31.21",60456,11,761,6,368,5,393
"192.168.31.21",60457,11,728,6,368,5,360
"192.168.31.21",60458,11,716,6,368,5,348
"192.168.31.21",60459,11,756,6,368,5,388
"192.168.31.21",60464,18,3803,9,2553,9,1250
"192.168.31.21",60465,11,755,6,369,5,386
"192.168.31.21",60466,11,798,6,369,5,429
"192.168.31.21",60467,11,755,6,369,5,386
"192.168.31.21",60468,11,747,6,369,5,378
"192.168.31.21",60469,11,830,6,369,5,461
"192.168.31.21",60470,11,747,6,369,5,378
"192.168.31.21",60471,21,3865,10,2844,11,1021
"192.168.31.21",60472,11,783,6,379,5,404
"192.168.31.21",60473,11,771,6,379,5,392
"192.168.31.21",60474,11,804,6,379,5,425
"192.168.31.21",60475,44,12024,23,5735,21,6289
"192.168.31.21",60476,25,9144,12,3223,13,5921
"192.168.31.21",60479,731,597444,253,17159,478,580285
"192.168.31.21",60480,180,116601,68,7017,112,109584
"192.168.31.21",60481,121,37340,61,20793,60,16547
"192.168.31.21",60482,24,8306,11,2473,13,5833
"192.168.31.21",60483,11,747,6,369,5,378
"192.168.31.21",60484,11,782,6,369,5,413
"192.168.31.21",60485,11,747,6,369,5,378
"192.168.31.21",60486,11,831,6,377,5,454
"192.168.31.21",60487,11,992,6,377,5,615
"192.168.31.21",60488,11,831,6,377,5,454
"192.168.31.21",60489,11,746,6,369,5,377
"192.168.31.21",60490,11,862,6,369,5,493
"192.168.31.21",60491,11,746,6,369,5,377
"192.168.31.21",60492,11,776,6,372,5,404
"192.168.31.21",60493,11,724,6,372,5,352
"192.168.31.21",60494,11,776,6,372,5,404
"192.168.31.21",60495,25,8849,13,3276,12,5573
"192.168.31.21",60496,28,9422,13,3211,15,6211
"192.168.31.21",60497,23,10270,11,3233,12,7037
"192.168.31.21",60499,28,10096,13,3920,15,6176
"192.168.31.21",60500,22,3925,10,2844,12,1081
"192.168.31.21",60501,32,10274,15,4343,17,5931
"192.168.31.21",60502,11,740,6,366,5,374
"192.168.31.21",60503,11,856,6,366,5,490
"192.168.31.21",60504,11,740,6,366,5,374
"192.168.31.21",60505,11,749,6,370,5,379
"192.168.31.21",60506,11,736,6,370,5,366
"192.168.31.21",60507,11,749,6,370,5,379
"192.168.31.21",60508,33,12455,16,5280,17,7175
"192.168.31.21",60509,23,7667,12,3287,11,4380
"192.168.31.21",60510,11,742,6,367,5,375
"192.168.31.21",60511,11,714,6,367,5,347
"192.168.31.21",60512,11,742,6,367,5,375
"192.168.31.21",60513,32,10454,15,4294,17,6160
"192.168.31.21",60514,11,788,6,390,5,398
"192.168.31.21",60515,11,760,6,390,5,370
"192.168.31.21",60516,11,788,6,390,5,398
"192.168.31.21",60517,18,3362,9,2539,9,823
"192.168.31.21",60518,11,765,6,373,5,392
"192.168.31.21",60519,11,726,6,373,5,353
"192.168.31.21",60520,11,765,6,373,5,392
"192.168.31.21",60521,31,9770,15,3288,16,6482
"192.168.31.21",60522,11,767,6,368,5,399
"192.168.31.21",60523,11,810,6,368,5,442
"192.168.31.21",60524,11,767,6,368,5,399
"192.168.31.21",60525,11,728,6,368,5,360
"192.168.31.21",60526,11,780,6,368,5,412
"192.168.31.21",60527,11,761,6,368,5,393
"192.168.31.21",60531,11,740,6,374,5,366
"192.168.31.21",60532,11,776,6,374,5,402
"192.168.31.21",60533,11,763,6,374,5,389
"192.168.31.21",60535,75,12356,36,4351,39,8005
"192.168.31.21",60536,13,6111,6,2122,7,3989
"192.168.31.21",60542,18,3570,9,2668,9,902
"192.168.31.21",60543,25,11610,12,3919,13,7691
"192.168.31.21",60545,327,66569,165,39310,162,27259
"192.168.31.21",60547,16,3067,8,2400,8,667
"192.168.31.21",60548,16,4297,8,3097,8,1200
"192.168.31.21",60549,20,7243,10,4016,10,3227
"192.168.31.21",60550,16,3131,8,2464,8,667
"192.168.31.21",60551,18,3538,9,2636,9,902
"192.168.31.21",60553,12,10869,11,10803,1,66
"192.168.31.21",60554,11,740,6,374,5,366
"192.168.31.21",60555,11,728,6,374,5,354
"192.168.31.21",60556,11,761,6,374,5,387
"192.168.31.21",60557,11,728,6,368,5,360
"192.168.31.21",60558,11,716,6,368,5,348
"192.168.31.21",60559,11,770,6,368,5,402
"192.168.31.21",60560,11,747,6,369,5,378
"192.168.31.21",60561,11,782,6,369,5,413
"192.168.31.21",60562,11,747,6,369,5,378
"192.168.31.21",60564,11,732,6,370,5,362
"192.168.31.21",60565,11,748,7,458,4,290
"192.168.31.21",60566,11,781,7,458,4,323
"192.168.31.21",60568,25,8298,13,3385,12,4913
"192.168.31.21",60569,25,8225,13,3306,12,4919
"192.168.31.21",60573,133,88554,55,5314,78,83240
"192.168.31.21",60575,113,27191,55,18225,58,8966
"192.168.31.21",60577,44,17516,19,3666,25,13850
"192.168.31.21",60578,11,771,6,372,5,399
"192.168.31.21",60579,11,724,6,372,5,352
"192.168.31.21",60580,11,771,6,372,5,399
"192.168.31.21",60581,11,940,6,371,5,569
"192.168.31.21",60582,11,856,6,371,5,485
"192.168.31.21",60583,11,799,6,371,5,428
"192.168.31.21",60584,21,9957,9,2368,12,7589
"192.168.31.21",60585,55,19416,25,4924,30,14492
"192.168.31.21",60587,18,3538,9,2636,9,902
"192.168.31.21",60588,18,3267,9,2438,9,829
