Адрес,Порт,Пакеты,Байты,Пакетов отправлено,Байтов отправлено,Пакетов получено,Байтов получено
"192.168.31.21",49173,29,12058,12,3149,17,8909
"192.168.31.21",49174,13,4030,6,531,7,3499
"192.168.31.21",49175,10,1067,5,552,5,515
"192.168.31.21",49176,12,1818,6,959,6,859
"192.168.31.21",49177,12,1843,6,967,6,876
"192.168.31.21",49178,13,4030,6,531,7,3499
"192.168.31.21",49179,10,1067,5,552,5,515
"192.168.31.21",49180,12,1818,6,959,6,859
"192.168.31.21",49181,12,1843,6,967,6,876
"192.168.31.21",49182,12,1818,6,959,6,859
"192.168.31.21",49183,12,1843,6,967,6,876
"192.168.31.21",49184,12,1818,6,959,6,859
"192.168.31.21",49185,12,1843,6,967,6,876
"192.168.31.21",49186,12,1818,6,959,6,859
"192.168.31.21",49187,12,1843,6,967,6,876
"192.168.31.21",49188,10,945,5,500,5,445
"192.168.31.21",49189,10,945,5,500,5,445
"192.168.31.21",49190,12,1818,6,959,6,859
"192.168.31.21",49191,12,1843,6,967,6,876
"192.168.31.21",49192,12,1818,6,959,6,859
"192.168.31.21",49193,12,1843,6,967,6,876
"192.168.31.21",49194,12,1818,6,959,6,859
"192.168.31.21",49195,12,1843,6,967,6,876
"192.168.31.21",49196,12,1818,6,959,6,859
"192.168.31.21",49197,12,1843,6,967,6,876
"192.168.31.21",49198,12,1818,6,959,6,859
"192.168.31.21",49199,12,1843,6,967,6,876
"192.168.31.21",49200,12,1818,6,959,6,859
"192.168.31.21",49201,12,1843,6,967,6,876
"192.168.31.21",49202,12,1818,6,959,6,859
"192.168.31.21",49203,12,1843,6,967,6,876
"192.168.31.21",49204,12,1818,6,959,6,859
"192.168.31.21",49205,12,1843,6,967,6,876
"192.168.31.21",49206,12,1818,6,959,6,859
"192.168.31.21",49207,12,1843,6,967,6,876
"192.168.31.21",49208,12,1818,6,959,6,859
"192.168.31.21",49209,12,1843,6,967,6,876
"192.168.31.21",49210,12,1818,6,959,6,859
"192.168.31.21",49211,12,1843,6,967,6,876
"192.168.31.21",49212,12,1818,6,959,6,859
"192.168.31.21",49213,11,1789,5,913,6,876
"192.168.31.21",49214,12,1818,6,959,6,859
"192.168.31.21",49215,12,1843,6,967,6,876
"192.168.31.21",49216,12,1818,6,959,6,859
"192.168.31.21",49217,12,1843,6,967,6,876
"192.168.31.21",49218,12,1818,6,959,6,859
"192.168.31.21",49219,12,1843,6,967,6,876
"192.168.31.21",49220,12,1818,6,959,6,859
"192.168.31.21",49221,12,1843,6,967,6,876
"192.168.31.21",49222,12,1818,6,959,6,859
"192.168.31.21",49223,12,1843,6,967,6,876
"192.168.31.21",49224,12,1818,6,959,6,859
"192.168.31.21",49225,12,1843,6,967,6,876
"192.168.31.21",49226,12,1818,6,959,6,859
"192.168.31.21",49227,12,1843,6,967,6,876
"192.168.31.21",49228,12,1818,6,959,6,859
"192.168.31.21",49229,12,1843,6,967,6,876
"192.168.31.21",49230,11,774,6,376,5,398
"192.168.31.21",49231,11,788,6,376,5,412
"192.168.31.21",49232,11,803,6,376,5,427
"192.168.31.21",49233,11,774,6,376,5,398
"192.168.31.21",49234,11,762,6,376,5,386
"192.168.31.21",49235,11,803,6,376,5,427
"192.168.31.21",49237,12,1818,6,959,6,859
"192.168.31.21",49238,12,1843,6,967,6,876
"192.168.31.21",49239,12,1818,6,959,6,859
"192.168.31.21",49240,12,1843,6,967,6,876
"192.168.31.21",49241,16,3899,9,2649,7,1250
"192.168.31.21",49242,29,11821,15,5115,14,6706
"192.168.31.21",49244,12,11073,11,11007,1,66
"192.168.31.21",49245,11,836,6,380,5,456
"192.168.31.21",49246,11,820,6,380,5,440
"192.168.31.21",49247,11,803,6,380,5,423
"192.168.31.21",49248,11,836,6,380,5,456
"192.168.31.21",49249,11,820,6,380,5,440
"192.168.31.21",49250,11,781,6,380,5,401
"192.168.31.21",49251,11,874,7,478,4,396
"192.168.31.21",49252,11,858,7,478,4,380
"192.168.31.21",49253,1,66,1,66,0,0
"192.168.31.21",49254,11,836,6,380,5,456
"192.168.31.21",49255,11,810,6,380,5,430
"192.168.31.21",49256,11,781,6,380,5,401
"192.168.31.21",49263,40,11185,21,3698,19,7487
"192.168.31.21",49264,42,11371,21,3730,21,7641
"192.168.31.21",49265,43,11394,22,3753,21,7641
"192.168.31.21",49267,18,5750,10,2825,8,2925
"192.168.31.21",49268,18,5782,10,2857,8,2925
"192.168.31.21",49269,18,5782,10,2857,8,2925
"192.168.31.21",49271,43,11463,21,3762,22,7701
"192.168.31.21",49272,18,5782,10,2857,8,2925
"192.168.31.21",49273,60,36799,32,18463,28,18336
"192.168.31.21",49274,11,726,6,367,5,359
"192.168.31.21",49275,11,714,6,367,5,347
"192.168.31.21",49276,11,758,6,367,5,391
"192.168.31.21",49277,11,744,6,376,5,368
"192.168.31.21",49278,11,732,6,376,5,356
"192.168.31.21",49279,11,767,6,376,5,391
"192.168.31.21",49281,11,829,6,376,5,453
"192.168.31.21",49282,11,788,6,376,5,412
"192.168.31.21",49283,11,803,6,376,5,427
"192.168.31.21",49284,99,19803,49,9137,50,10666
"192.168.31.21",49286,65,11422,32,5197,33,6225
"192.168.31.21",49287,16,3873,9,2617,7,1256
"192.168.31.21",49288,11,837,6,368,5,469
"192.168.31.21",49289,11,783,6,368,5,415
"192.168.31.21",49290,11,837,6,368,5,469
"192.168.31.21",49291,26,11172,13,4538,13,6634
"192.168.31.21",49292,21,8791,10,2575,11,6216
"192.168.31.21",49293,11,762,6,371,5,391
"192.168.31.21",49294,11,738,6,371,5,367
"192.168.31.21",49295,11,776,6,371,5,405
"192.168.31.21",49296,11,818,6,371,5,447
"192.168.31.21",49297,11,802,6,371,5,431
"192.168.31.21",49298,11,756,6,371,5,385
"192.168.31.21",49299,11,734,6,371,5,363
"192.168.31.21",49300,11,722,6,371,5,351
"192.168.31.21",49301,11,763,6,371,5,392
"192.168.31.21",49302,106,15330,55,6349,51,8981
"192.168.31.21",49303,14,2993,7,1554,7,1439
"192.168.31.21",49304,11,774,6,376,5,398
"192.168.31.21",49305,11,762,6,376,5,386
"192.168.31.21",49306,11,803,6,376,5,427
"192.168.31.21",49309,64,13787,32,5877,32,7910
"192.168.31.21",49310,18,5794,10,2881,8,2913
"192.168.31.21",49311,11,774,6,376,5,398
"192.168.31.21",49312,11,788,6,376,5,412
"192.168.31.21",49313,11,803,6,376,5,427
"192.168.31.21",49316,59,12764,30,4916,29,7848
"192.168.31.21",49317,21,8472,11,2757,10,5715
"192.168.31.21",49318,93,59015,49,31734,44,27281
"192.168.31.21",49319,11,759,6,372,5,387
"192.168.31.21",49320,11,724,6,372,5,352
"192.168.31.21",49321,11,765,6,372,5,393
"192.168.31.21",49324,42,11183,21,4121,21,7062
"192.168.31.21",49325,20,5927,11,2960,9,2967
"192.168.31.21",49326,10,945,5,500,5,445
"192.168.31.21",49327,11,726,6,367,5,359
"192.168.31.21",49328,11,714,6,367,5,347
"192.168.31.21",49329,11,758,6,367,5,391
"192.168.31.21",49330,11,726,6,367,5,359
"192.168.31.21",49331,11,714,6,367,5,347
"192.168.31.21",49332,11,758,6,367,5,391
"192.168.31.21",49335,73,23514,33,4744,40,18770
"192.168.31.21",49336,18,5749,10,2863,8,2886
"192.168.31.21",49337,11,774,6,376,5,398
"192.168.31.21",49338,11,762,6,376,5,386
"192.168.31.21",49339,11,803,6,376,5,427
"192.168.31.21",49340,11,837,6,368,5,469
"192.168.31.21",49341,11,783,6,368,5,415
"192.168.31.21",49342,11,837,6,368,5,469
"192.168.31.21",49343,26,10342,13,3708,13,6634
"192.168.31.21",49344,11,728,6,368,5,360
"192.168.31.21",49345,11,748,6,368,5,380
"192.168.31.21",49346,11,761,6,368,5,393
"192.168.31.21",49349,38,8954,19,6061,19,2893
"192.168.31.21",49350,24,7287,11,2410,13,4877
"192.168.31.21",49351,11,734,6,371,5,363
"192.168.31.21",49352,11,722,6,371,5,351
"192.168.31.21",49353,11,763,6,371,5,392
"192.168.31.21",49354,11,752,6,366,5,386
"192.168.31.21",49355,11,840,6,366,5,474
"192.168.31.21",49356,11,752,6,366,5,386
"192.168.31.21",49357,11,774,6,376,5,398
"192.168.31.21",49358,11,762,6,376,5,386
"192.168.31.21",49359,11,829,6,376,5,453
"192.168.31.21",49360,11,726,6,367,5,359
"192.168.31.21",49361,11,714,6,367,5,347
"192.168.31.21",49362,11,758,6,367,5,391
"192.168.31.21",49363,11,760,6,370,5,390
"192.168.31.21",49364,11,800,6,370,5,430
"192.168.31.21",49365,11,760,6,370,5,390
"192.168.31.21",49366,24,10322,12,3748,12,6574
"192.168.31.21",49367,11,732,6,370,5,362
"192.168.31.21",49368,11,768,6,370,5,398
"192.168.31.21",49369,11,771,6,370,5,401
"192.168.31.21",49370,11,734,6,371,5,363
"192.168.31.21",49371,11,722,6,371,5,351
"192.168.31.21",49372,11,763,6,371,5,392
"192.168.31.21",49373,11,760,6,371,5,389
"192.168.31.21",49374,11,748,6,371,5,377
"192.168.31.21",49375,11,782,6,371,5,411
"192.168.31.21",49376,11,726,6,367,5,359
"192.168.31.21",49377,11,714,6,367,5,347
"192.168.31.21",49378,11,758,6,367,5,391
"192.168.31.21",49379,11,726,6,367,5,359
"192.168.31.21",49380,11,714,6,367,5,347
"192.168.31.21",49381,11,758,6,367,5,391
"192.168.31.21",49382,11,800,6,390,5,410
"192.168.31.21",49383,11,776,6,390,5,386
"192.168.31.21",49384,11,803,6,390,5,413
"192.168.31.21",49387,31,5549,16,3634,15,1915
"192.168.31.21",49388,17,3712,8,2587,9,1125
"192.168.31.21",49389,11,774,6,376,5,398
"192.168.31.21",49390,11,788,6,376,5,412
"192.168.31.21",49391,11,829,6,376,5,453
"192.168.31.21",49392,11,762,6,371,5,391
"192.168.31.21",49393,11,738,6,371,5,367
"192.168.31.21",49394,11,776,6,371,5,405
"192.168.31.21",49395,11,734,6,371,5,363
"192.168.31.21",49396,11,722,6,371,5,351
"192.168.31.21",49397,11,763,6,371,5,392
"192.168.31.21",49400,145,17212,66,7853,79,9359
"192.168.31.21",49401,22,5947,12,2917,10,3030
"192.168.31.21",49402,11,752,6,366,5,386
"192.168.31.21",49403,11,840,6,366,5,474
"192.168.31.21",49404,11,752,6,366,5,386
"192.168.31.21",49405,11,742,6,375,5,367
"192.168.31.21",49406,11,730,6,375,5,355
"192.168.31.21",49407,11,764,6,375,5,389
"192.168.31.21",49408,50,32191,21,3167,29,29024
"192.168.31.21",49409,18,4270,9,1611,9,2659
"192.168.31.21",49410,14,2541,7,1137,7,1404
"192.168.31.21",49411,14,2555,7,1151,7,1404
"192.168.31.21",49414,31,12006,16,3876,15,8130
"192.168.31.21",49415,18,8043,9,2880,9,5163
"192.168.31.21",49418,12,4284,7,3600,5,684
"192.168.31.21",49419,11,2504,6,2099,5,405
"192.168.31.21",49420,30,17337,16,6696,14,10641
"192.168.31.21",49421,11,726,6,367,5,359
"192.168.31.21",49422,11,714,6,367,5,347
"192.168.31.21",49423,11,758,6,367,5,391
"192.168.31.21",49424,11,837,6,368,5,469
"192.168.31.21",49425,11,783,6,368,5,415
"192.168.31.21",49426,11,837,6,368,5,469
"192.168.31.21",49427,27,10464,13,3770,14,6694
"192.168.31.21",49428,26,10511,13,3877,13,6634
"192.168.31.21",49429,11,756,6,382,5,374
"192.168.31.21",49430,11,744,6,382,5,362
"192.168.31.21",49431,11,778,6,382,5,396
"192.168.31.21",49432,11,818,6,371,5,447
"192.168.31.21",49433,11,802,6,371,5,431
"192.168.31.21",49434,11,756,6,371,5,385
"192.168.31.21",49435,11,760,6,370,5,390
"192.168.31.21",49436,11,800,6,370,5,430
"192.168.31.21",49437,11,760,6,370,5,390
"192.168.31.21",49438,14,2993,7,1554,7,1439
"192.168.31.21",49439,11,829,6,376,5,453
"192.168.31.21",49440,11,762,6,376,5,386
"192.168.31.21",49441,11,803,6,376,5,427
"192.168.31.21",49444,44,21265,20,12187,24,9078
"192.168.31.21",49445,24,9704,10,2504,14,7200
"192.168.31.21",49446,11,726,6,367,5,359
"192.168.31.21",49447,11,714,6,367,5,347
"192.168.31.21",49448,11,758,6,367,5,391
"192.168.31.21",49449,11,762,6,385,5,377
"192.168.31.21",49450,11,750,6,385,5,365
"192.168.31.21",49451,11,784,6,385,5,399
"192.168.31.21",49452,11,774,6,376,5,398
"192.168.31.21",49453,11,788,6,376,5,412
"192.168.31.21",49454,11,829,6,376,5,453
"192.168.31.21",49456,16,3867,9,2617,7,1250
"192.168.31.21",49457,11,726,6,367,5,359
"192.168.31.21",49458,11,714,6,367,5,347
"192.168.31.21",49459,11,758,6,367,5,391
"192.168.31.21",49460,11,726,6,367,5,359
"192.168.31.21",49461,11,714,6,367,5,347
"192.168.31.21",49462,11,758,6,367,5,391
"192.168.31.21",49464,11,752,6,366,5,386
"192.168.31.21",49465,11,840,6,366,5,474
"192.168.31.21",49466,11,752,6,366,5,386
"192.168.31.21",49467,18,5685,10,2799,8,2886
"192.168.31.21",49468,11,808,6,366,5,442
"192.168.31.21",49469,11,792,6,366,5,426
"192.168.31.21",49470,11,721,6,366,5,355
"192.168.31.21",49471,11,765,6,368,5,397
"192.168.31.21",49472,11,716,6,368,5,348
"192.168.31.21",49473,11,765,6,368,5,397
"192.168.31.21",49474,35,8729,15,4608,20,4121
"192.168.31.21",49475,11,734,6,371,5,363
"192.168.31.21",49476,11,722,6,371,5,351
"192.168.31.21",49477,11,763,6,371,5,392
"192.168.31.21",49478,11,726,6,367,5,359
"192.168.31.21",49479,11,714,6,367,5,347
"192.168.31.21",49480,11,758,6,367,5,391
"192.168.31.21",49481,11,732,6,370,5,362
"192.168.31.21",49482,11,768,6,370,5,398
"192.168.31.21",49483,11,771,6,370,5,401
"192.168.31.21",49484,11,774,6,376,5,398
"192.168.31.21",49485,11,762,6,376,5,386
"192.168.31.21",49486,11,803,6,376,5,427
"192.168.31.21",49487,11,752,6,366,5,386
"192.168.31.21",49488,11,840,6,366,5,474
"192.168.31.21",49489,11,752,6,366,5,386
"192.168.31.21",49490,54,16225,25,7983,29,8242
"192.168.31.21",49491,11,756,6,368,5,388
"192.168.31.21",49492,11,732,6,368,5,364
"192.168.31.21",49493,11,756,6,368,5,388
"192.168.31.21",49494,40,11016,20,5265,20,5751
"192.168.31.21",49495,11,763,6,367,5,396
"192.168.31.21",49496,12,784,7,421,5,363
"192.168.31.21",49497,11,763,6,367,5,396
"192.168.31.21",49498,11,760,6,370,5,390
"192.168.31.21",49499,11,736,6,370,5,366
"192.168.31.21",49500,11,777,6,370,5,407
"192.168.31.21",49501,11,837,6,368,5,469
"192.168.31.21",49502,11,783,6,368,5,415
"192.168.31.21",49503,11,837,6,368,5,469
"192.168.31.21",49504,129,112241,85,102853,44,9388
"192.168.31.21",49505,11,766,6,373,5,393
"192.168.31.21",49506,11,742,6,373,5,369
"192.168.31.21",49507,11,780,6,373,5,407
"192.168.31.21",49510,21,8855,10,2639,11,6216
"192.168.31.21",49511,11,774,6,377,5,397
"192.168.31.21",49512,11,750,6,377,5,373
"192.168.31.21",49513,11,788,6,377,5,411
"192.168.31.21",49514,18,6774,8,2235,10,4539
"192.168.31.21",49515,17,6741,8,2267,9,4474
"192.168.31.21",49516,11,766,6,373,5,393
"192.168.31.21",49517,11,742,6,373,5,369
"192.168.31.21",49518,11,780,6,373,5,407
"192.168.31.21",49521,59,14787,28,6455,31,8332
"192.168.31.21",49523,20,5110,11,2671,9,2439
"192.168.31.21",49524,11,828,6,376,5,452
"192.168.31.21",49525,11,808,6,376,5,432
"192.168.31.21",49526,11,794,6,376,5,418
"192.168.31.21",49527,11,730,6,369,5,361
"192.168.31.21",49528,11,718,6,369,5,349
"192.168.31.21",49529,11,727,6,369,5,358
"192.168.31.21",49530,11,816,6,370,5,446
"192.168.31.21",49531,11,800,6,370,5,430
"192.168.31.21",49532,11,729,6,370,5,359
"192.168.31.21",49533,11,838,6,381,5,457
"192.168.31.21",49534,11,790,6,381,5,409
"192.168.31.21",49535,11,791,6,381,5,410
"192.168.31.21",49538,63,8563,30,4345,33,4218
"192.168.31.21",49539,23,4922,11,2631,12,2291
"192.168.31.21",49540,11,840,6,382,5,458
"192.168.31.21",49541,11,824,6,382,5,442
"192.168.31.21",49542,11,785,6,382,5,403
"192.168.31.21",49543,11,850,6,375,5,475
"192.168.31.21",49544,11,834,6,375,5,459
"192.168.31.21",49545,11,788,6,375,5,413
"192.168.31.21",49548,64,17285,30,10496,34,6789
"192.168.31.21",49549,22,5999,12,2957,10,3042
"192.168.31.21",49550,11,726,6,367,5,359
"192.168.31.21",49551,11,714,6,367,5,347
"192.168.31.21",49552,11,758,6,367,5,391
"192.168.31.21",49553,11,726,6,367,5,359
"192.168.31.21",49554,11,714,6,367,5,347
"192.168.31.21",49555,11,758,6,367,5,391
"192.168.31.21",49556,11,858,6,391,5,467
"192.168.31.21",49557,11,970,6,391,5,579
"192.168.31.21",49558,11,803,6,391,5,412
"192.168.31.21",49559,11,738,6,373,5,365
"192.168.31.21",49560,11,726,6,373,5,353
"192.168.31.21",49561,11,735,6,373,5,362
"192.168.31.21",49562,11,734,6,371,5,363
"192.168.31.21",49563,11,722,6,371,5,351
"192.168.31.21",49564,11,763,6,371,5,392
"192.168.31.21",49565,11,838,6,381,5,457
"192.168.31.21",49566,11,790,6,381,5,409
"192.168.31.21",49567,11,791,6,381,5,410
"192.168.31.21",49569,11,781,6,380,5,401
"192.168.31.21",49570,11,788,6,380,5,408
"192.168.31.21",49571,11,749,6,380,5,369
"192.168.31.21",49572,11,760,6,384,5,376
"192.168.31.21",49573,11,748,6,384,5,364
"192.168.31.21",49574,11,782,6,384,5,398
"192.168.31.21",49576,63,8702,30,4490,33,4212
"192.168.31.21",49577,23,4954,11,2663,12,2291
"192.168.31.21",49578,11,742,6,375,5,367
"192.168.31.21",49579,11,730,6,375,5,355
"192.168.31.21",49580,11,764,6,375,5,389
"192.168.31.21",49581,11,818,6,371,5,447
"192.168.31.21",49582,11,802,6,371,5,431
"192.168.31.21",49583,11,756,6,371,5,385
"192.168.31.21",49584,11,837,6,370,5,467
"192.168.31.21",49585,11,821,6,370,5,451
"192.168.31.21",49586,11,775,6,370,5,405
"192.168.31.21",49588,11,734,6,371,5,363
"192.168.31.21",49589,11,722,6,371,5,351
"192.168.31.21",49590,11,763,6,371,5,392
"192.168.31.21",49591,20,5885,11,2924,9,2961
"192.168.31.21",49592,11,760,6,370,5,390
"192.168.31.21",49593,11,800,6,370,5,430
"192.168.31.21",49594,11,760,6,370,5,390
"192.168.31.21",49595,11,829,6,376,5,453
"192.168.31.21",49596,11,762,6,376,5,386
"192.168.31.21",49597,11,829,6,376,5,453
"192.168.31.21",49598,14,2993,7,1554,7,1439
"192.168.31.21",49599,10,1035,5,520,5,515
"192.168.31.21",49600,10,1033,5,518,5,515
"192.168.31.21",49601,11,756,6,382,5,374
"192.168.31.21",49602,11,744,6,382,5,362
"192.168.31.21",49603,11,778,6,382,5,396
"192.168.31.21",49604,11,818,6,371,5,447
"192.168.31.21",49605,11,802,6,371,5,431
"192.168.31.21",49606,11,756,6,371,5,385
"192.168.31.21",49607,11,750,6,365,5,385
"192.168.31.21",49608,11,790,6,365,5,425
"192.168.31.21",49609,11,750,6,365,5,385
"192.168.31.21",49610,360,32537,146,14089,214,18448
"192.168.31.21",49611,31,17398,16,6696,15,10702
"192.168.31.21",49612,14,2568,7,1164,7,1404
"192.168.31.21",49613,14,2579,7,1175,7,1404
"192.168.31.21",49614,14,2573,7,1169,7,1404
"192.168.31.21",49615,14,2565,7,1161,7,1404
"192.168.31.21",49616,11,829,6,376,5,453
"192.168.31.21",49617,11,762,6,376,5,386
"192.168.31.21",49618,11,803,6,376,5,427
"192.168.31.21",49619,11,752,6,366,5,386
"192.168.31.21",49620,11,840,6,366,5,474
"192.168.31.21",49621,11,752,6,366,5,386
"192.168.31.21",49622,11,776,6,375,5,401
"192.168.31.21",49623,11,730,6,375,5,355
"192.168.31.21",49624,11,776,6,375,5,401
"192.168.31.21",49625,33,9385,15,4239,18,5146
"192.168.31.21",49628,44,21200,20,12121,24,9079
"192.168.31.21",49629,24,9640,10,2440,14,7200
"192.168.31.21",49630,11,808,6,366,5,442
"192.168.31.21",49631,11,792,6,366,5,426
"192.168.31.21",49632,11,721,6,366,5,355
"192.168.31.21",49633,11,734,6,371,5,363
"192.168.31.21",49634,11,722,6,371,5,351
"192.168.31.21",49635,11,763,6,371,5,392
"192.168.31.21",49636,11,726,6,367,5,359
"192.168.31.21",49637,11,714,6,367,5,347
"192.168.31.21",49638,11,758,6,367,5,391
"192.168.31.21",49639,11,800,6,390,5,410
"192.168.31.21",49640,11,776,6,390,5,386
"192.168.31.21",49641,11,803,6,390,5,413
"192.168.31.21",49644,31,5550,15,3581,16,1969
"192.168.31.21",49645,19,3876,9,2685,10,1191
"192.168.31.21",49646,11,816,6,370,5,446
"192.168.31.21",49647,11,800,6,370,5,430
"192.168.31.21",49648,11,729,6,370,5,359
"192.168.31.21",49649,11,836,6,380,5,456
"192.168.31.21",49650,11,820,6,380,5,440
"192.168.31.21",49651,11,781,6,380,5,401
"192.168.31.21",49652,11,722,6,365,5,357
"192.168.31.21",49653,11,742,6,365,5,377
"192.168.31.21",49654,11,755,6,365,5,390
"192.168.31.21",49657,189,108425,82,38592,107,69833
"192.168.31.21",49658,18,3739,9,2489,9,1250
"192.168.31.21",49659,11,728,6,368,5,360
"192.168.31.21",49660,11,780,6,368,5,412
"192.168.31.21",49661,11,761,6,368,5,393
"192.168.31.21",49663,11,740,6,374,5,366
"192.168.31.21",49668,11,728,6,374,5,354
"192.168.31.21",49669,11,761,6,374,5,387
"192.168.31.21",49673,84,15651,42,10355,42,5296
"192.168.31.21",49674,53,12045,28,9788,25,2257
"192.168.31.21",49676,21,7205,10,2355,11,4850
"192.168.31.21",49677,19,3417,9,2534,10,883
"192.168.31.21",49678,11,734,6,371,5,363
"192.168.31.21",49679,11,722,6,371,5,351
"192.168.31.21",49680,11,763,6,371,5,392
"192.168.31.21",49681,11,850,6,375,5,475
"192.168.31.21",49682,11,834,6,375,5,459
"192.168.31.21",49683,11,788,6,375,5,413
"192.168.31.21",49686,66,17951,32,11026,34,6925
"192.168.31.21",49687,18,5763,10,2847,8,2916
"192.168.31.21",49688,11,752,6,366,5,386
"192.168.31.21",49689,11,840,6,366,5,474
"192.168.31.21",49690,11,752,6,366,5,386
"192.168.31.21",49691,11,742,6,375,5,367
"192.168.31.21",49692,11,730,6,375,5,355
"192.168.31.21",49693,11,764,6,375,5,389
"192.168.31.21",49694,44,37450,28,25593,16,11857
"192.168.31.21",49695,44,26759,22,12336,22,14423
"192.168.31.21",49696,11,760,6,370,5,390
"192.168.31.21",49697,11,800,6,370,5,430
"192.168.31.21",49698,11,760,6,370,5,390
"192.168.31.21",49699,11,726,6,367,5,359
"192.168.31.21",49700,11,714,6,367,5,347
"192.168.31.21",49701,11,758,6,367,5,391
"192.168.31.21",49702,11,732,6,370,5,362
"192.168.31.21",49703,11,768,6,370,5,398
"192.168.31.21",49704,11,771,6,370,5,401
"192.168.31.21",49705,11,774,6,376,5,398
"192.168.31.21",49706,11,762,6,376,5,386
"192.168.31.21",49707,11,803,6,376,5,427
"192.168.31.21",49708,11,769,6,374,5,395
"192.168.31.21",49709,11,728,6,374,5,354
